"","Neighborhood","Cluster","Address","Reposting.ID","Description","Price","Bedrooms","Square.Footage","Link","ID","City"
"994","Rhawnhurst",13," (Rhawnhurst, NE Philly)",4805352952,"Duplex with all New Renovated Kitchen, New Paint and Carpet","$745 ",1,650,"/apa/5516978118.html",5516978118,"Philadelphia"
"995","Rittenhouse Square",9,"(RITTENHOUSE SQUARE)",4889205116,"RENT AT THE SAVOY CONDO","$1,800 ",1,NA,"/apa/5509913793.html",5509913793,"Philadelphia"
"996","Rittenhouse Square",9," (Philadelphia, Rittenhouse Square)",5463162498,"Renovated Ikea Kitchen with Washer/Dryer right by Rittenhouse Square","$1,325 ",1,NA,"/apa/5541021334.html",5541021334,"Philadelphia"
"997","Rittenhouse Square",9,"(Rittenhouse Square)",NA,"1 Bedroom w/balcony on a high fl. at The Dorchester -- Stunning Views!","$1,850 ",1,595,"/apa/5502256992.html",5502256992,"Philadelphia"
"998","Rittenhouse Square",9,"(Rittenhouse Square)",5392981700,"3 BR 3.5 BA Newly Renovated Beautiful Apartment - SS Appliances & Hard","$3,300 ",3,1492,"/apa/5541793476.html",5541793476,"Philadelphia"
"999","Rittenhouse Square",9,"(LE RITTENHOUSE SQUARE!! :)))",4889165766,"RENT AT LE BELGRAVIA CONDO","$1,800 ",1,NA,"/apa/5498100175.html",5498100175,"Philadelphia"
"1000","Rittenhouse Square",9,"(Rittenhouse Square)",5423358940,"Amazing Location 1Br/1Ba In Center City! Available 4/1!","$1,400 ",1,700,"/apa/5541087350.html",5541087350,"Philadelphia"
"1001","Rittenhouse Square",9,"(RITTENHOUSE SQUARE)",4731546538,"RENT AT LE PARC RITTENHOUSE","$2,000 ",1,NA,"/apa/5498087757.html",5498087757,"Philadelphia"
"1002","Rittenhouse Square",9,"(Spruce&22nd!3.5blks Rittenhouse Square)",NA,"2bd top floor EIK ss/grnte/slate Heat/Hot INCL shared 35' YARD&Fitness","$2,264 ",2,850,"/apa/5525059392.html",5525059392,"Philadelphia"
"1003","Rittenhouse Square",9,"(Spruce&22nd!3.5blks Rittenhouse Square)",NA,"Top fl 2bd Newer ss/grnte/slate eatinkitch shared YARD/Fitness June15t","$2,264 ",2,850,"/apa/5529469139.html",5529469139,"Philadelphia"
"1004","Rittenhouse Square",9,"(Rittenhouse qs)",NA,"Free month! 2BR 2BA apartment available in June!(1530 Spruce street)","$2,350 ",2,NA,"/apa/5538131040.html",5538131040,"Philadelphia"
"1005","Rittenhouse Square",9,"(Spruce&22nd!3.5blks Rittenhouse Square)",NA,"2bd top floor EIK ss/grnte/slate Heat/Hot INCL shared 35' YARD&Fitness","$2,264 ",2,850,"/apa/5533846661.html",5533846661,"Philadelphia"
"1006","Rittenhouse Square",9,"(Rittenhouse Square)",5423358940,"Amazing Location 1Br/1Ba In Center City! Available 4/1!","$1,400 ",1,700,"/apa/5541675854.html",5541675854,"Philadelphia"
"1007","Rittenhouse Square",9,"(Rittenhouse Square)",5423358940,"Amazing Location 1Br/1Ba In Center City! Available 4/1!","$1,400 ",1,700,"/apa/5541666916.html",5541666916,"Philadelphia"
"1008","Rittenhouse Square",9,"(Rittenhouse qs)",NA,"Free month! All utilities are included! 1BR 1BA available July 1st!","$1,495 ",1,NA,"/apa/5532808880.html",5532808880,"Philadelphia"
"1009","Roxborough",1,"(Roxborough)",NA,"Beautiful Twin in Roxborough","$1,500 ",3,NA,"/apa/5530703725.html",5530703725,"Philadelphia"
"1010","Roxborough",1,"(Roxborough)",NA,"2 bedroom available","$1,118 ",2,NA,"/apa/5534543650.html",5534543650,"Philadelphia"
"1011","Roxborough-Manayunk",1,"(Spring City)",NA,"Lovely 3 bedroom cottage near creek","$1,125 ",3,NA,"/apa/5533761850.html",5533761850,"Philadelphia"
"1012","Roxborough-Manayunk",1,"(Manayunk - Roxborough)",5434854160,"��_��_��_ April discount!* ENDS SOON","$1,585 ",2,927,"/apa/5528535547.html",5528535547,"Philadelphia"
"1013","Roxborough-Manayunk",1,"(Manayunk - Roxborough)",5474388180,"Pet Friendly Apartment with Free Parking..Dog Park coming this summer!","$1,485 ",1,990,"/apa/5528441469.html",5528441469,"Philadelphia"
"1014","Roxborough-Manayunk",1,"(Manayunk - Roxborough)",5434854160,"��_��_��_ April discount!* ENDS SOON","$1,585 ",2,927,"/apa/5537909216.html",5537909216,"Philadelphia"
"1015","Roxborough-Manayunk",1,"(Roxborough/Manayunk)",4896787298,"Beautiful Bright One Bedroom Apartment Home, free parking","$1,090 ",1,650,"/apa/5541985230.html",5541985230,"Philadelphia"
"1016","Roxborough-Manayunk",1,"(Roxborough/Manayunk)",5439431500,"Visit Your New Apartment Home _��_! RECEIVE $$$ _��_��_��_","$1,124 ",1,NA,"/apa/5531898440.html",5531898440,"Philadelphia"
"1017","Roxborough-Manayunk",1,"(Roxborough/Manayunk)",5298304608,"One bedroom apartment, $500 Security PLUS 1st Month Free!","$1,060 ",1,600,"/apa/5540972161.html",5540972161,"Philadelphia"
"1018","Roxborough-Manayunk",1,"(Valley TWP)",NA,"Quiet two bedroom apartment in nice area","$775 ",2,NA,"/apa/5533768901.html",5533768901,"Philadelphia"
"1019","Roxborough-Manayunk",1,"(Roxborough/Manayunk)",NA,"Spring _��_��_��__��_��_��_into your new apartment home_��_ TODAY!!","$1,324 ",2,NA,"/apa/5495645533.html",5495645533,"Philadelphia"
"1020","Roxborough-Manayunk",1,"(Roxborough/Manayunk)",NA,"_��_��_��_ Looking for a new luxury apartment home?! ST��_��_�_��_P HERE","$1,324 ",2,NA,"/apa/5512311786.html",5512311786,"Philadelphia"
"1021","Roxborough-Manayunk",1,"(Manayunk/Roxborough)",NA,"Nice Loc., Top Condition, Newly Appointed 1 Br, HW Fl, C/A, W/D, Pking","$895 ",1,NA,"/apa/5540765468.html",5540765468,"Philadelphia"
"1022","Roxborough-Manayunk",1,"(413 Leverington Ave.)",NA,"There's No Place Like Home...1600 Sq. Ft. 1Bd+ Lofted Stuio","$1,395 ",2,1600,"/apa/5541045460.html",5541045460,"Philadelphia"
"1023","Roxborough-Manayunk",1,"(Roxborough/Manayunk)",5298304608,"One bedroom (Apt C3), $500 Security, 1st Month Free, parking","$1,050 ",1,600,"/apa/5541959684.html",5541959684,"Philadelphia"
"1024","Roxborough-Manayunk",1,"(MANAYUNK/ROXBOROUGH)",NA,"THREE BR. TWO FLOORS OF VICTORIAN SINGLE - 3 bd.","$1,200 ",3,NA,"/apa/5500304519.html",5500304519,"Philadelphia"
"1025","Roxborough-Manayunk",1,"(Manayunk - Roxborough)",5474388180,"Escape the highrise lifestyle - Apartment with Office","$1,485 ",1,990,"/apa/5541044036.html",5541044036,"Philadelphia"
"1026","Roxborough-Manayunk",1,"(Manayunk - Roxborough - Philadelphia)",NA,"August 15th listing! Philadelphia Suburbia","$1,785 ",2,1033,"/apa/5520202383.html",5520202383,"Philadelphia"
"1027","Roxborough-Manayunk",1,"(Manayunk - Roxborough)",5474388180,"Last weekend for April discount!","$1,495 ",1,990,"/apa/5506216156.html",5506216156,"Philadelphia"
"1028","Roxborough-Manayunk",1,"(Spring City)",5408686162,"Beautiful cottage on 6 wooded acres","$1,200 ",3,NA,"/apa/5524379931.html",5524379931,"Philadelphia"
"1029","Roxborough-Manayunk",1,"(Roxborough - Manayunk)",5461086932,"��_��__ Call now! Free parking for 2nd vehicle!","$1,485 ",1,990,"/apa/5530241264.html",5530241264,"Philadelphia"
"1030","Roxborough-Manayunk",1,"(Roxborough/Manayunk)",4896787298,"Beautiful Bright 2 Bedroom Apartment Home, off street parking","$1,220 ",2,850,"/apa/5541012035.html",5541012035,"Philadelphia"
"1031","Roxborough-Manayunk",1,"(Roxborough/Manayunk)",5298304608,"One bedroom apartment, $962/month","$962 ",1,600,"/apa/5540975597.html",5540975597,"Philadelphia"
"1032","Roxborough-Manayunk",1,"(Manayunk Roxborough Philadelphia)",4418604971,"Roomy. Great deals! 2 Massive Bedrms.","$1,295 ",2,1300,"/apa/5540751243.html",5540751243,"Philadelphia"
"1033","Roxborough-Manayunk",1,"(Manayunk - Roxborough)",5434854160,"��_��_��_ Philadelphia suburbs","$1,585 ",2,983,"/apa/5533252228.html",5533252228,"Philadelphia"
"1034","Roxborough-Manayunk",1,"(Manayunk - Roxborough)",5434854160,"��_��_��_If you have to pay to park your 2nd car...you should look here!*","$1,665 ",2,1033,"/apa/5498372018.html",5498372018,"Philadelphia"
"1035","Roxborough-Manayunk",1,"(Mnayunk/Roxborough)",4707150286,"Walk to Main St In Manayunk!!!","$1,405 ",2,NA,"/apa/5541010845.html",5541010845,"Philadelphia"
"1036","Roxborough-Manayunk",1,"(manayunk roxborough)",NA,"One bedroom, $975/month, off street parking included","$975 ",1,NA,"/apa/5541780857.html",5541780857,"Philadelphia"
"1037","Roxborough-Manayunk",1,"(ManayunkRoxborough)",5486213495,"MOVE IN BONUS for Manayunk Rowhouse WITH GARAGE! Available May 1st!","$1,600 ",3,NA,"/apa/5541627112.html",5541627112,"Philadelphia"
"1038","Roxborough-Manayunk",1,"(MANAYUNK ROXBOROUGH)",4533265598,"SUMAC STREET - TWO FL. OF VICTORIAN SIN","$1,220 ",3,NA,"/apa/5500319368.html",5500319368,"Philadelphia"
"1039","Roxborough-Manayunk",1,"(Manayunk - Roxborough)",5464012348,"1 Bedroom/1 Bathroom","$1,325 ",1,616,"/apa/5527905879.html",5527905879,"Philadelphia"
"1040","Roxborough-Manayunk",1,"(Roxborough/Manayunk)",4724758885,"One Bedroom Apartment, free parking, pool and fitness center on site","$1,090 ",1,600,"/apa/5541000099.html",5541000099,"Philadelphia"
"1041","Society Hill",5," (SOCIETY,, HIL.L)",4889169754,"Rent in The Society Hill Towers~","$1,600 ",1,NA,"/apa/5498091021.html",5498091021,"Philadelphia"
"1042","Society Hill",5,"(Society Hill)",NA,"2.5 Bathrooms - 4 Bedrooms Kitchen will feature wood cabinets,","$554 ",4,NA,"/apa/5502476009.html",5502476009,"Philadelphia"
"1043","Society Hill",5,"(Society Hill)",NA,"1 Bathroom - 3 Bedrooms Move-in ready","$497 ",3,1376,"/apa/5533297389.html",5533297389,"Philadelphia"
"1044","Society Hill",5,"(Society Hill)",NA,"2 Bathrooms - 2 Bedrooms Tenant responsible for electric, gas, and","$630 ",2,NA,"/apa/5533367156.html",5533367156,"Philadelphia"
"1045","Society Hill",5,"(Society Hill)",5458355375,"Luxury Duplex Roof Top Deck GREAT PRICE","$1,795 ",1,NA,"/apa/5537200177.html",5537200177,"Philadelphia"
"1046","Somerton",15,"(NORTH WALES)",NA,"2 BED- 2BATH - condo with laundry included inside","$1,250 ",2,970,"/apa/5529392793.html",5529392793,"Philadelphia"
"1047","Somerton",15," (North Wales, PA)",5333320510,"1br $995, No Fee, W/D in Unit, Pet-Friendly, English Village","$1,250 ",2,1000,"/apa/5541147376.html",5541147376,"Philadelphia"
"1048","South Philadelphia",4,"(15XX S. Napa Street)",5530177567,"Section 8 three bedroom home for rent!!","$1,100 ",3,NA,"/apa/5536950505.html",5536950505,"Philadelphia"
"1049","South Philadelphia",4," (2305 Carpenter St, Philadelphia, PA 19146)",NA,"3 Br 2.5 Ba New Construction + Hardwood + Roofdeck - 23RD & CARPENTER","$2,950 ",3,1920,"/apa/5527587875.html",5527587875,"Philadelphia"
"1050","South Philadelphia",4,"(Madison Glen Mills)",NA,"2 Bedroom, 2 Bath - Available for Immediate Move-In","$1,860 ",2,1050,"/apa/5540901989.html",5540901989,"Philadelphia"
"1051","South Philadelphia",4,"(South Philadelphia)",NA,"Beautiful 2 Bedroom with W/D in Unit in Desirable Passyunk Square","$1,195 ",2,900,"/apa/5517455696.html",5517455696,"Philadelphia"
"1052","South Philadelphia",4,"(8TH & KATER ST)",NA,"GORGEOUS BELLA VISTA APARTMENT","$1,675 ",1,900,"/apa/5541038081.html",5541038081,"Philadelphia"
"1053","South Philadelphia",4,"(1743 S. 4th St)",5408439808,"Lovely 3Br Pennsport Home w Large Backyard","$1,350 ",3,1248,"/apa/5524476133.html",5524476133,"Philadelphia"
"1054","South Philadelphia",4,"(619 S 16th St)",NA,"Newly Updated 1 bed Apartment on the 1st floor of a Multi-unit Bldg","$1,200 ",1,NA,"/apa/5498234334.html",5498234334,"Philadelphia"
"1055","South Philadelphia",4,"(South Philly)",4310456413,"NEWLY RENOVATED 3 BEDROOM HOUSE BY EAST PASSYUNK AVE","$1,600 ",3,1100,"/apa/5503803844.html",5503803844,"Philadelphia"
"1056","South Philadelphia",4,"(19th & Titan)",5536974717,"Point Breeze","$1,500 ",2,NA,"/apa/5541540835.html",5541540835,"Philadelphia"
"1057","South Philadelphia",4," (755 S Randolph St, Philadelphia, PA 19147)",NA,"3 Br 2 Ba with Patio/Side Yard in Queen Village 6TH & CATHERINE ST","$2,750 ",3,1680,"/apa/5526078868.html",5526078868,"Philadelphia"
"1058","South Philadelphia",4,"(767 S Front St Unit #2F)",NA,"Rarely offered Spacious 1BR Home Located in a Superb Location!","$1,360 ",1,600,"/apa/5513398956.html",5513398956,"Philadelphia"
"1059","South Philadelphia",4,"(South PhillySouth Philadelphia)",4308611905,"Beautiful Rehab!15xx S. 27th St. Sec 8 OK","$950 ",3,1200,"/apa/5541669252.html",5541669252,"Philadelphia"
"1060","South Philadelphia",4,"(2140 Watkins St > Point Breeze)",NA,"2140 Watkins St - Great South Phila 3 Bed 1 Bath house +++++++++++++++","$1,050 ",3,NA,"/apa/5541754783.html",5541754783,"Philadelphia"
"1061","South Philadelphia",4," (1101 Washington Ave Unit #312, Philadelphia, PA 19147)",NA,"1 Br 1 Ba BiLevel 1000 Sqft Condo 10TH & WASHINGTON + Patio + Garage","$2,100 ",1,1002,"/apa/5525933715.html",5525933715,"Philadelphia"
"1062","South Philadelphia",4,"(1518 S. Dover)",NA,"3BR House Grays Ferry, Renovated","$990 ",3,1000,"/apa/5510333665.html",5510333665,"Philadelphia"
"1063","South Philadelphia",4,"(South Philadelphia)",NA,"Adorable First Floor apartment! Nice Neighborhood","$550 ",2,NA,"/apa/5540783850.html",5540783850,"Philadelphia"
"1064","South Philadelphia",4,"(1109 Montrose St)",NA,"Incredible Rental in The Popular Bella Vista Section of Philadelphia","$2,950 ",3,1853,"/apa/5541829443.html",5541829443,"Philadelphia"
"1065","South Philadelphia",4," (1923 Kimball St, Philadelphia, PA 19146)",NA,"3 Br 3 Ba with Finished Basement New Construction 19TH & CARPENTER","$2,700 ",3,2100,"/apa/5540946717.html",5540946717,"Philadelphia"
"1066","South Philadelphia",4,"(2227 Kater St Unit#2ND FL)",NA,"Newer High End Rehab in Fitler Square Area","$1,995 ",2,NA,"/apa/5501067771.html",5501067771,"Philadelphia"
"1067","South Philadelphia",4," (755 S Randolph St, Philadelphia, PA 19147)",NA,"3 Br 2 Ba with Patio/Side Yard in Queen Village 6TH & CATHERINE ST","$2,750 ",3,1680,"/apa/5540774152.html",5540774152,"Philadelphia"
"1068","South Philadelphia",4," (1101 Washington Ave Unit #312, Philadelphia, PA 19147)",NA,"1 Br 1 Ba BiLevel 1000 Sqft Condo 10TH & WASHINGTON + Patio + Garage","$2,100 ",1,1002,"/apa/5540842489.html",5540842489,"Philadelphia"
"1069","South Philadelphia",4,"(766 Cleveland St)",NA,"great 2 bedroom grad hospt 7/1","$2,000 ",2,900,"/apa/5522787799.html",5522787799,"Philadelphia"
"1070","South Philadelphia",4,"(755 S Randolph St)",NA,"Pristine, Elegant, and Triple Mint condition describes 3 bd 2 bath","$2,750 ",3,NA,"/apa/5511402802.html",5511402802,"Philadelphia"
"1071","South Philadelphia",4,"(CITY HALL DISTRICT~!)",4700190485,"RENT AT THE PACKARD GRANDE","$1,700 ",1,NA,"/apa/5498095252.html",5498095252,"Philadelphia"
"1072","South Philadelphia",4,"(South Philadelphia)",5492862876,"All Hardwood, Central Air, Laundry, Deck","$1,400 ",2,NA,"/apa/5541424946.html",5541424946,"Philadelphia"
"1073","South Philadelphia",4,"(South Philadelphia)",NA,"1 Bedroom Efficiency Passyunk Square South Philadelphia","$750 ",1,NA,"/apa/5541662671.html",5541662671,"Philadelphia"
"1074","South Philadelphia",4,"(South Philadelphia)",5034010454,"Recently Renovated","$1,200 ",2,NA,"/apa/5540935434.html",5540935434,"Philadelphia"
"1075","South Philadelphia",4,"(South Philly)",5483943729,"Renovated House - New Kitchen and Bath, Hardwood Floors","$1,350 ",3,1300,"/apa/5535407087.html",5535407087,"Philadelphia"
"1076","South Philadelphia",4,"(2342 Fitzwater St)",NA,"Large Recently Renovated bi-level 2 bedroom 1 full bath Apartment","$1,550 ",2,NA,"/apa/5515361828.html",5515361828,"Philadelphia"
"1077","South Philadelphia",4," (1720 Montrose St, Philadelphia, PA 19146)",NA,"3Br 2.5 Ba Luxury Home with Patio - Grad Hospital by 17TH & MONTROSE","$3,000 ",3,3240,"/apa/5526101149.html",5526101149,"Philadelphia"
"1078","South Philadelphia",4,"(1416 s 15th street)",NA,"Modern 2 bedroom Apartment","$1,300 ",2,NA,"/apa/5541100710.html",5541100710,"Philadelphia"
"1079","South Philadelphia",4,"(South Philadelphia)",NA,"Lease Purchase Option! No credit check required!","$700 ",3,NA,"/apa/5540783874.html",5540783874,"Philadelphia"
"1080","South Philadelphia",4," (Gladstone St, Philadelphia)",NA,"House in Gladstone St-Enclosed porch, new refinished hardwood floors","$950 ",3,1064,"/apa/5503585144.html",5503585144,"Philadelphia"
"1081","South Philadelphia",4,"(1926 S 5th St)",NA,"3 bedrooms apartment in South Philly","$950 ",3,NA,"/apa/5513678812.html",5513678812,"Philadelphia"
"1082","South Philadelphia",4,"(619 S 16th St)",NA,"Newly Updated 1 Bedroom Apartment on the 1st Floor of a Multi-Unit","$1,200 ",1,NA,"/apa/5515521346.html",5515521346,"Philadelphia"
"1083","South Philadelphia",4," (1720 Montrose St, Philadelphia, PA 19146)",NA,"3Br 2.5 Ba Luxury Home with Patio - Grad Hospital by 17TH & MONTROSE","$3,000 ",3,3240,"/apa/5505945400.html",5505945400,"Philadelphia"
"1084","South Philadelphia",4,"(Washington Crossing)",NA,"Lovely 2 bed/2 bath cottage with fishing stream","$1,400 ",2,NA,"/apa/5541920237.html",5541920237,"Philadelphia"
"1085","South Philadelphia",4,"(South Philadelphia)",NA,"Completely new 2BD/1BA with W/D","$1,200 ",2,900,"/apa/5540913580.html",5540913580,"Philadelphia"
"1086","South Philadelphia",4,"(McClellan st)",NA,"south phila.","$900 ",3,950,"/apa/5538092549.html",5538092549,"Philadelphia"
"1087","South Philadelphia",4,"(1612 S. 4th Street #1)",NA,"Pennsport 1br apt.H/W flr, high ceilings, yard, basement","$1,195 ",1,NA,"/apa/5537658550.html",5537658550,"Philadelphia"
"1088","South Philadelphia",4,"(2130 Catherine Street)",NA,"Grad Hosp 4br Townhouse H/W Flr,upscale kitchen, W/D yard","$1,995 ",4,NA,"/apa/5537585995.html",5537585995,"Philadelphia"
"1089","South Philadelphia",4,"(23rd & Manton)",NA,"Point Breeze-2br, 1.5 bath house+den-h/w flrs, W/D-avail asap","$1,250 ",2,NA,"/apa/5511873488.html",5511873488,"Philadelphia"
"1090","South Philadelphia",4,"(750 S 4th St)",NA,"Come and Check out this Newly Renovated 1 bedroom Apartment","$1,400 ",1,NA,"/apa/5498288859.html",5498288859,"Philadelphia"
"1091","South Philadelphia",4,"(CITY HALL DISTRICT)",4567954594,"RENT AT THE RITZ CARLTON CONDO TOWER","$3,200 ",1,NA,"/apa/5498092215.html",5498092215,"Philadelphia"
"1092","South Philadelphia",4,"(1626 S Broad St)",NA,"2 bedrooms apartment on Broad St","$1,030 ",2,NA,"/apa/5515033754.html",5515033754,"Philadelphia"
"1093","South Philadelphia",4,"(Newbold Point Breeze)",NA,"Avail NOW! Beautiful Rehabbed House 2bd/2ba + Office at 1930 Tasker!","$1,500 ",2,NA,"/apa/5507137532.html",5507137532,"Philadelphia"
"1094","South Philadelphia",4,"(1613 Ellsworth St.)",NA,"2 bedroom 1 bath with back patio in up and coming Newbold area","$1,350 ",2,1310,"/apa/5540810885.html",5540810885,"Philadelphia"
"1095","South Philadelphia",4,"(1038 S. Bouvier St.)",NA,"graduate hospital beauty","$1,675 ",2,1300,"/apa/5541233664.html",5541233664,"Philadelphia"
"1096","South Philadelphia",4,"(South Norwood St)",5313066846,"Efficient Porch front starter home on Quiet friendly Block near Girard","$850 ",2,1056,"/apa/5500438736.html",5500438736,"Philadelphia"
"1097","South Philadelphia",4,"(9th & Catharine)",NA,"Bella Vista-1br bi-level apt-h/w flrs, laundry-avail now!","$995 ",1,NA,"/apa/5510501279.html",5510501279,"Philadelphia"
"1098","South Philadelphia",4," (Fitzgerald St, Philadelphia)",5313175102,"Fitzgerald St-well kept home on a lovely street in South Philadelphia","$975 ",3,1004,"/apa/5500446372.html",5500446372,"Philadelphia"
"1099","South Philadelphia",4,"(1720 Montrose St)",NA,"Spacious Home Features a Collection of Desirable Details","$3,000 ",3,NA,"/apa/5503218208.html",5503218208,"Philadelphia"
"1100","South Philadelphia",4,"(811 South 6th St)",4708184977,"Queen Village 4 Bedroom Luxury Home","$3,000 ",4,2100,"/apa/5537473381.html",5537473381,"Philadelphia"
"1101","South Philadelphia",4,"(420 Fulton St)",NA,"Cute 2bd house on quiet street in Queen VillageCenter city","$1,295 ",2,1000,"/apa/5537040027.html",5537040027,"Philadelphia"
"1102","South Philadelphia",4,"(623 S St 3R)",NA,"beautiful spacious 2 bedroom unit with balcony on south st avail 06/01","$1,400 ",2,800,"/apa/5536968132.html",5536968132,"Philadelphia"
"1103","South Philadelphia",4," (755 S Randolph St, Philadelphia, PA 19147)",NA,"3 Br 2 Ba with Patio/Side Yard in Queen Village 6TH & CATHERINE ST","$2,750 ",3,1680,"/apa/5524729153.html",5524729153,"Philadelphia"
"1104","South Philadelphia",4,"(2227 Kater St)",NA,"Newer High End Rehab in Fitler Square Area","$1,995 ",2,NA,"/apa/5515386123.html",5515386123,"Philadelphia"
"1105","South Philadelphia",4,"(2031 Bainbridge St)",NA,"Rittenhouse Square Graduate Hospital Bilevel Luxury w Yard","$1,695 ",1,1000,"/apa/5536960521.html",5536960521,"Philadelphia"
"1106","South Philadelphia",4,"(2114 Tasker Street)",NA,"Honey, I'm Home...Modern 3bd/1.5Bth Home in Point Breeze","$1,500 ",3,1400,"/apa/5541034635.html",5541034635,"Philadelphia"
"1107","South Philadelphia",4,"(Point Breeze South Philly)",NA,"GREAT 3 BEDROOM 1.5 BATH HOUSE!","$895 ",3,1014,"/apa/5540819805.html",5540819805,"Philadelphia"
"1108","South Philadelphia",4,"(1312 S. Colorado ST)",NA,"A Must See Stunning 2BR Newbold/South Philly Home","$1,500 ",2,1040,"/apa/5541698906.html",5541698906,"Philadelphia"
"1109","South Philadelphia",4,"(908 Ellsworth)",NA,"amazing 2 bedroom house at Italian Market","$1,800 ",2,1000,"/apa/5515806451.html",5515806451,"Philadelphia"
"1110","South Philadelphia",4,"(South Philly)",NA,"20XX Fernon St","$850 ",2,NA,"/apa/5540891183.html",5540891183,"Philadelphia"
"1111","South Philadelphia",4," (1720 Montrose St, Philadelphia, PA 19146)",NA,"3Br 2.5 Ba Luxury Home with Patio - Grad Hospital by 17TH & MONTROSE","$3,000 ",3,3240,"/apa/5540886761.html",5540886761,"Philadelphia"
"1112","South Philadelphia",4,"(1030 S. 6th Street)",NA,"Queen Village 3br 2.5baths Townhouse,H/W flr, W/D, Deck, yard","$1,895 ",3,NA,"/apa/5537722596.html",5537722596,"Philadelphia"
"1113","South Philadelphia",4,"(South Philadelphia)",3857136923,"Beautiful Two Bedroom, Finished Basement","$1,200 ",2,NA,"/apa/5541651765.html",5541651765,"Philadelphia"
"1114","South Philadelphia",4,"(Madison Glen Mills)",NA,"2 Bedroom, 1 Bath - Available for Immediate Move-In","$1,697 ",2,1140,"/apa/5541740460.html",5541740460,"Philadelphia"
"1115","South Philadelphia",4,"(S. Philly)",4834648935,"Modern Two Bedroom 1.5 Bath","$1,600 ",2,NA,"/apa/5537222859.html",5537222859,"Philadelphia"
"1116","South Philadelphia",4,"(south philly)",2414577541,"east passyunk square area","$1,500 ",2,NA,"/apa/5508560222.html",5508560222,"Philadelphia"
"1117","South Philadelphia",4,"(Washington Crossing)",NA,"Cozy 1 bedroom 2nd floor apartment - ready to rent!","$600 ",1,NA,"/apa/5541913390.html",5541913390,"Philadelphia"
"1118","South Philadelphia",4," (2305 Carpenter St, Philadelphia, PA 19146)",NA,"3 Br 2.5 Ba New Construction + Hardwood + Roofdeck - 23RD & CARPENTER","$2,950 ",3,1920,"/apa/5541029322.html",5541029322,"Philadelphia"
"1119","South Philadelphia",4,"(South philly)",4630807968,"*1 bedroom studio house for Rent Near 13th Wharton","$1,250 ",1,800,"/apa/5538249293.html",5538249293,"Philadelphia"
"1120","South Philadelphia",4,"(1421 Montrose St)",NA,"2 bedroom plus office","$1,800 ",2,1000,"/apa/5494121805.html",5494121805,"Philadelphia"
"1121","South Philadelphia",4,"(McClellan)",NA,"south philadelphia","$900 ",2,950,"/apa/5538093890.html",5538093890,"Philadelphia"
"1122","South Philadelphia",4,"(McClellan)",NA,"south philly","$900 ",3,950,"/apa/5538093086.html",5538093086,"Philadelphia"
"1123","South Philadelphia",4," (531 Christian St, Philadelphia, PA 19147)",NA,"4 Br 2 Ba Spacious Townhome Yard - Queen Village 5TH CHRISTIAN ST","$2,700 ",4,2070,"/apa/5541068288.html",5541068288,"Philadelphia"
"1124","South Philadelphia",4,"(755 S Randolph St)",NA,"Pristine, Elegant, and Triple mint Beautiful Unit","$2,750 ",3,NA,"/apa/5511770477.html",5511770477,"Philadelphia"
"1125","South Philadelphia",4,"(509 Montrose St)",NA,"Queenswalk is a New Luxury Townhouse development located in Queen Vilg","$2,600 ",3,NA,"/apa/5501335423.html",5501335423,"Philadelphia"
"1126","South Philadelphia",4,"(2227 Kater St)",NA,"Newer high end rehab in Fitler Square Area","$1,995 ",2,NA,"/apa/5519695477.html",5519695477,"Philadelphia"
"1127","South Philadelphia",4,"(750 S 4th St)",NA,"Come and Check out this Newly Renovated 1 Bedroom Apartment","$1,300 ",1,NA,"/apa/5515481686.html",5515481686,"Philadelphia"
"1128","South Philadelphia",4,"(South Philadelphia)",3464695452,"RENOVATED HOUSE ON QUIET STREET","$1,490 ",2,NA,"/apa/5508961630.html",5508961630,"Philadelphia"
"1129","South Philadelphia West",4,"(17th & Jackson)",NA,"Renovated Large Home In Newbold Area","$1,650 ",3,1500,"/apa/5540700734.html",5540700734,"Philadelphia"
"1130","South Philadelphia West",4,"(16th & Ritner)",NA,"Multi Level Modern ""1 Bedroom House""","$1,250 ",1,900,"/apa/5540732451.html",5540732451,"Philadelphia"
"1131","South Philadelphia West",4,"(2254 Winton St.)",NA,"South Philly, Renovated, Near 22nd and Snyder","$950 ",2,800,"/apa/5507286206.html",5507286206,"Philadelphia"
"1132","South Philadelphia West",4,"(17th & Snyder ave)",NA,"Modern 1 Bedroom with Gorgeous Kitchen in Newbold","$950 ",1,650,"/apa/5540744498.html",5540744498,"Philadelphia"
"1133","South Philadelphia West",4,"(1849 Sigel St > Point Breeze >South)",NA,"Recently Renovated Point Breeze 2 Bed Home with Laundry ++++++++++++++","$1,050 ",2,NA,"/apa/5541777507.html",5541777507,"Philadelphia"
"1134","South Philadelphia West",4,"(New Hope)",NA,"Beautiful carriage house with large deck & garage","$1,695 ",2,NA,"/apa/5509198627.html",5509198627,"Philadelphia"
"1135","Southwest Center City",9,"(Graduate Hospital)",5464903420,"1 BR W/Office","$1,350 ",2,800,"/apa/5532136086.html",5532136086,"Philadelphia"
"1136","Southwest Center City",9,"(Graduate Hospital)",NA,"4 Bathrooms - 2 Bedrooms Trolley and bus lines stop in front of this","$598 ",2,NA,"/apa/5533347800.html",5533347800,"Philadelphia"
